"StichtagDatJahr","QuarSort","QuarLang","KreisSort","KreisLang","HHtypSort","HHtypLang","AnzHH","AnzBestWir"
2014,81,"Seefeld",8,"Kreis 8",13,"Wohngemeinschaft mit Kindern",46,204
2014,81,"Seefeld",8,"Kreis 8",14,"Generationenhaushalt",2,10
2014,82,"Mühlebach",8,"Kreis 8",1,"Einpersonenhaushalt",1717,1717
2014,82,"Mühlebach",8,"Kreis 8",4,"Zweipersonenhaushalt",466,932
2014,82,"Mühlebach",8,"Kreis 8",5,"Ehepaar ohne Kinder",322,644
2014,82,"Mühlebach",8,"Kreis 8",6,"Eingetragenes Paar ohne Kinder",11,22
2014,82,"Mühlebach",8,"Kreis 8",7,"Ein-Elternhaushalt",131,310
2014,82,"Mühlebach",8,"Kreis 8",8,"Ehepaar mit Kinder",313,1140
2014,82,"Mühlebach",8,"Kreis 8",10,"Paar mit Kindern",47,161
2014,82,"Mühlebach",8,"Kreis 8",11,"Patchwork-Haushalt",15,48
2014,82,"Mühlebach",8,"Kreis 8",12,"Wohngemeinschaft ohne Kinder",152,500
2014,82,"Mühlebach",8,"Kreis 8",13,"Wohngemeinschaft mit Kindern",64,301
2014,82,"Mühlebach",8,"Kreis 8",14,"Generationenhaushalt",6,32
2014,83,"Weinegg",8,"Kreis 8",1,"Einpersonenhaushalt",1182,1182
2014,83,"Weinegg",8,"Kreis 8",4,"Zweipersonenhaushalt",268,536
2014,83,"Weinegg",8,"Kreis 8",5,"Ehepaar ohne Kinder",291,582
2014,83,"Weinegg",8,"Kreis 8",6,"Eingetragenes Paar ohne Kinder",13,26
2014,83,"Weinegg",8,"Kreis 8",7,"Ein-Elternhaushalt",96,237
2014,83,"Weinegg",8,"Kreis 8",8,"Ehepaar mit Kinder",304,1149
2014,83,"Weinegg",8,"Kreis 8",10,"Paar mit Kindern",37,138
2014,83,"Weinegg",8,"Kreis 8",11,"Patchwork-Haushalt",10,30
2014,83,"Weinegg",8,"Kreis 8",12,"Wohngemeinschaft ohne Kinder",98,321
2014,83,"Weinegg",8,"Kreis 8",13,"Wohngemeinschaft mit Kindern",56,282
2014,83,"Weinegg",8,"Kreis 8",14,"Generationenhaushalt",2,19
2014,91,"Albisrieden",9,"Kreis 9",1,"Einpersonenhaushalt",4257,4257
2014,91,"Albisrieden",9,"Kreis 9",4,"Zweipersonenhaushalt",1182,2364
2014,91,"Albisrieden",9,"Kreis 9",5,"Ehepaar ohne Kinder",1456,2912
2014,91,"Albisrieden",9,"Kreis 9",6,"Eingetragenes Paar ohne Kinder",33,66
2014,91,"Albisrieden",9,"Kreis 9",7,"Ein-Elternhaushalt",422,975
2014,91,"Albisrieden",9,"Kreis 9",8,"Ehepaar mit Kinder",1353,4979
2014,91,"Albisrieden",9,"Kreis 9",9,"Eingetragenes Paar mit Kinder",3,10
2014,91,"Albisrieden",9,"Kreis 9",10,"Paar mit Kindern",203,702
2014,91,"Albisrieden",9,"Kreis 9",11,"Patchwork-Haushalt",39,122
2014,91,"Albisrieden",9,"Kreis 9",12,"Wohngemeinschaft ohne Kinder",290,975
2014,91,"Albisrieden",9,"Kreis 9",13,"Wohngemeinschaft mit Kindern",198,931
2014,91,"Albisrieden",9,"Kreis 9",14,"Generationenhaushalt",40,219
2014,92,"Altstetten",9,"Kreis 9",1,"Einpersonenhaushalt",6409,6409
2014,92,"Altstetten",9,"Kreis 9",4,"Zweipersonenhaushalt",1975,3950
2014,92,"Altstetten",9,"Kreis 9",5,"Ehepaar ohne Kinder",2161,4322
2014,92,"Altstetten",9,"Kreis 9",6,"Eingetragenes Paar ohne Kinder",44,88
2014,92,"Altstetten",9,"Kreis 9",7,"Ein-Elternhaushalt",704,1693
2014,92,"Altstetten",9,"Kreis 9",8,"Ehepaar mit Kinder",2267,8512
2014,92,"Altstetten",9,"Kreis 9",9,"Eingetragenes Paar mit Kinder",1,4
2014,92,"Altstetten",9,"Kreis 9",10,"Paar mit Kindern",189,651
2014,92,"Altstetten",9,"Kreis 9",11,"Patchwork-Haushalt",92,306
2014,92,"Altstetten",9,"Kreis 9",12,"Wohngemeinschaft ohne Kinder",627,2084
2014,92,"Altstetten",9,"Kreis 9",13,"Wohngemeinschaft mit Kindern",332,1616
2014,92,"Altstetten",9,"Kreis 9",14,"Generationenhaushalt",114,638
2014,101,"Höngg",10,"Kreis 10",1,"Einpersonenhaushalt",4389,4389
2014,101,"Höngg",10,"Kreis 10",4,"Zweipersonenhaushalt",1411,2822
2014,101,"Höngg",10,"Kreis 10",5,"Ehepaar ohne Kinder",1770,3540
2014,101,"Höngg",10,"Kreis 10",6,"Eingetragenes Paar ohne Kinder",36,72
2014,101,"Höngg",10,"Kreis 10",7,"Ein-Elternhaushalt",504,1191
2014,101,"Höngg",10,"Kreis 10",8,"Ehepaar mit Kinder",1584,5917
2014,101,"Höngg",10,"Kreis 10",10,"Paar mit Kindern",218,761
2014,101,"Höngg",10,"Kreis 10",11,"Patchwork-Haushalt",46,152
2014,101,"Höngg",10,"Kreis 10",12,"Wohngemeinschaft ohne Kinder",358,1233
2014,101,"Höngg",10,"Kreis 10",13,"Wohngemeinschaft mit Kindern",234,1200
2014,101,"Höngg",10,"Kreis 10",14,"Generationenhaushalt",23,110
2014,101,"Höngg",10,"Kreis 10",15,"Familien-Verbund",1,5
2014,102,"Wipkingen",10,"Kreis 10",1,"Einpersonenhaushalt",3887,3887
2014,102,"Wipkingen",10,"Kreis 10",4,"Zweipersonenhaushalt",1537,3074
2014,102,"Wipkingen",10,"Kreis 10",5,"Ehepaar ohne Kinder",724,1448
2014,102,"Wipkingen",10,"Kreis 10",6,"Eingetragenes Paar ohne Kinder",36,72
2014,102,"Wipkingen",10,"Kreis 10",7,"Ein-Elternhaushalt",324,740
2014,102,"Wipkingen",10,"Kreis 10",8,"Ehepaar mit Kinder",747,2727
2014,102,"Wipkingen",10,"Kreis 10",9,"Eingetragenes Paar mit Kinder",1,3
2014,102,"Wipkingen",10,"Kreis 10",10,"Paar mit Kindern",189,646
2014,102,"Wipkingen",10,"Kreis 10",11,"Patchwork-Haushalt",37,126
2014,102,"Wipkingen",10,"Kreis 10",12,"Wohngemeinschaft ohne Kinder",446,1495
2014,102,"Wipkingen",10,"Kreis 10",13,"Wohngemeinschaft mit Kindern",150,776
2014,102,"Wipkingen",10,"Kreis 10",14,"Generationenhaushalt",26,137
2014,102,"Wipkingen",10,"Kreis 10",15,"Familien-Verbund",1,4
2014,111,"Affoltern",11,"Kreis 11",1,"Einpersonenhaushalt",3968,3968
2014,111,"Affoltern",11,"Kreis 11",4,"Zweipersonenhaushalt",1258,2516
2014,111,"Affoltern",11,"Kreis 11",5,"Ehepaar ohne Kinder",1762,3524
2014,111,"Affoltern",11,"Kreis 11",6,"Eingetragenes Paar ohne Kinder",21,42
2014,111,"Affoltern",11,"Kreis 11",7,"Ein-Elternhaushalt",623,1540
2014,111,"Affoltern",11,"Kreis 11",8,"Ehepaar mit Kinder",2280,8632
2014,111,"Affoltern",11,"Kreis 11",10,"Paar mit Kindern",177,647
2014,111,"Affoltern",11,"Kreis 11",11,"Patchwork-Haushalt",70,230
2014,111,"Affoltern",11,"Kreis 11",12,"Wohngemeinschaft ohne Kinder",466,1581
2014,111,"Affoltern",11,"Kreis 11",13,"Wohngemeinschaft mit Kindern",340,1630
2014,111,"Affoltern",11,"Kreis 11",14,"Generationenhaushalt",112,587
2014,115,"Oerlikon",12,"Kreis 12",1,"Einpersonenhaushalt",4686,4686
2014,115,"Oerlikon",12,"Kreis 12",4,"Zweipersonenhaushalt",1684,3368
2014,115,"Oerlikon",12,"Kreis 12",5,"Ehepaar ohne Kinder",1205,2410
2014,115,"Oerlikon",12,"Kreis 12",6,"Eingetragenes Paar ohne Kinder",45,90
2014,115,"Oerlikon",12,"Kreis 12",7,"Ein-Elternhaushalt",397,979
2014,115,"Oerlikon",12,"Kreis 12",8,"Ehepaar mit Kinder",1314,4866
2014,115,"Oerlikon",12,"Kreis 12",10,"Paar mit Kindern",152,548
2014,115,"Oerlikon",12,"Kreis 12",11,"Patchwork-Haushalt",40,136
2014,115,"Oerlikon",12,"Kreis 12",12,"Wohngemeinschaft ohne Kinder",647,2151
2014,115,"Oerlikon",12,"Kreis 12",13,"Wohngemeinschaft mit Kindern",212,987
2014,115,"Oerlikon",12,"Kreis 12",14,"Generationenhaushalt",41,204
2014,119,"Seebach",12,"Kreis 12",1,"Einpersonenhaushalt",4564,4564
2014,119,"Seebach",12,"Kreis 12",4,"Zweipersonenhaushalt",1467,2934
2014,119,"Seebach",12,"Kreis 12",5,"Ehepaar ohne Kinder",1541,3083
2014,119,"Seebach",12,"Kreis 12",6,"Eingetragenes Paar ohne Kinder",36,73
2014,119,"Seebach",12,"Kreis 12",7,"Ein-Elternhaushalt",541,1352
2014,119,"Seebach",12,"Kreis 12",8,"Ehepaar mit Kinder",1819,6852
2014,119,"Seebach",12,"Kreis 12",10,"Paar mit Kindern",133,464
2014,119,"Seebach",12,"Kreis 12",11,"Patchwork-Haushalt",68,232
2014,119,"Seebach",12,"Kreis 12",12,"Wohngemeinschaft ohne Kinder",572,1894
2014,119,"Seebach",12,"Kreis 12",13,"Wohngemeinschaft mit Kindern",286,1409
2014,119,"Seebach",12,"Kreis 12",14,"Generationenhaushalt",90,500
2014,121,"Saatlen",12,"Kreis 12",1,"Einpersonenhaushalt",912,912
2014,121,"Saatlen",12,"Kreis 12",4,"Zweipersonenhaushalt",298,596
2014,121,"Saatlen",12,"Kreis 12",5,"Ehepaar ohne Kinder",421,842
2014,121,"Saatlen",12,"Kreis 12",6,"Eingetragenes Paar ohne Kinder",4,8
2014,121,"Saatlen",12,"Kreis 12",7,"Ein-Elternhaushalt",241,647
2014,121,"Saatlen",12,"Kreis 12",8,"Ehepaar mit Kinder",742,3037
2014,121,"Saatlen",12,"Kreis 12",10,"Paar mit Kindern",56,209
2014,121,"Saatlen",12,"Kreis 12",11,"Patchwork-Haushalt",14,49
2014,121,"Saatlen",12,"Kreis 12",12,"Wohngemeinschaft ohne Kinder",123,403
2014,121,"Saatlen",12,"Kreis 12",13,"Wohngemeinschaft mit Kindern",110,534
2014,121,"Saatlen",12,"Kreis 12",14,"Generationenhaushalt",37,199
2014,121,"Saatlen",12,"Kreis 12",15,"Familien-Verbund",1,4
2014,122,"Schwamendingen-Mitte",12,"Kreis 12",1,"Einpersonenhaushalt",2435,2435
2014,122,"Schwamendingen-Mitte",12,"Kreis 12",4,"Zweipersonenhaushalt",675,1350
2014,122,"Schwamendingen-Mitte",12,"Kreis 12",5,"Ehepaar ohne Kinder",756,1512
2014,122,"Schwamendingen-Mitte",12,"Kreis 12",6,"Eingetragenes Paar ohne Kinder",9,18
2014,122,"Schwamendingen-Mitte",12,"Kreis 12",7,"Ein-Elternhaushalt",256,600
2014,122,"Schwamendingen-Mitte",12,"Kreis 12",8,"Ehepaar mit Kinder",790,2966
2014,122,"Schwamendingen-Mitte",12,"Kreis 12",10,"Paar mit Kindern",57,210
2014,122,"Schwamendingen-Mitte",12,"Kreis 12",11,"Patchwork-Haushalt",25,82
2014,122,"Schwamendingen-Mitte",12,"Kreis 12",12,"Wohngemeinschaft ohne Kinder",294,987
2014,122,"Schwamendingen-Mitte",12,"Kreis 12",13,"Wohngemeinschaft mit Kindern",147,675
2014,122,"Schwamendingen-Mitte",12,"Kreis 12",14,"Generationenhaushalt",45,238
2014,123,"Hirzenbach",12,"Kreis 12",1,"Einpersonenhaushalt",2029,2029
2014,123,"Hirzenbach",12,"Kreis 12",4,"Zweipersonenhaushalt",514,1028
2014,123,"Hirzenbach",12,"Kreis 12",5,"Ehepaar ohne Kinder",748,1496
2014,123,"Hirzenbach",12,"Kreis 12",6,"Eingetragenes Paar ohne Kinder",3,6
2014,123,"Hirzenbach",12,"Kreis 12",7,"Ein-Elternhaushalt",357,870
2014,123,"Hirzenbach",12,"Kreis 12",8,"Ehepaar mit Kinder",1021,3923
2014,123,"Hirzenbach",12,"Kreis 12",10,"Paar mit Kindern",54,203
2014,123,"Hirzenbach",12,"Kreis 12",11,"Patchwork-Haushalt",32,102
2014,123,"Hirzenbach",12,"Kreis 12",12,"Wohngemeinschaft ohne Kinder",201,676
2014,123,"Hirzenbach",12,"Kreis 12",13,"Wohngemeinschaft mit Kindern",147,790
2014,123,"Hirzenbach",12,"Kreis 12",14,"Generationenhaushalt",38,197
2014,123,"Hirzenbach",12,"Kreis 12",15,"Familien-Verbund",1,4
2015,11,"Rathaus",1,"Kreis 1",1,"Einpersonenhaushalt",1151,1151
2015,11,"Rathaus",1,"Kreis 1",4,"Zweipersonenhaushalt",274,548
2015,11,"Rathaus",1,"Kreis 1",5,"Ehepaar ohne Kinder",177,354
2015,11,"Rathaus",1,"Kreis 1",6,"Eingetragenes Paar ohne Kinder",10,20
2015,11,"Rathaus",1,"Kreis 1",7,"Ein-Elternhaushalt",54,124
2015,11,"Rathaus",1,"Kreis 1",8,"Ehepaar mit Kinder",108,397
2015,11,"Rathaus",1,"Kreis 1",10,"Paar mit Kindern",21,74
2015,11,"Rathaus",1,"Kreis 1",11,"Patchwork-Haushalt",6,19
2015,11,"Rathaus",1,"Kreis 1",12,"Wohngemeinschaft ohne Kinder",71,252
2015,11,"Rathaus",1,"Kreis 1",13,"Wohngemeinschaft mit Kindern",15,70
2015,11,"Rathaus",1,"Kreis 1",14,"Generationenhaushalt",2,6
2015,12,"Hochschulen",1,"Kreis 1",1,"Einpersonenhaushalt",109,109
2015,12,"Hochschulen",1,"Kreis 1",4,"Zweipersonenhaushalt",40,80
2015,12,"Hochschulen",1,"Kreis 1",5,"Ehepaar ohne Kinder",23,46
2015,12,"Hochschulen",1,"Kreis 1",6,"Eingetragenes Paar ohne Kinder",1,2
2015,12,"Hochschulen",1,"Kreis 1",7,"Ein-Elternhaushalt",6,13
2015,12,"Hochschulen",1,"Kreis 1",8,"Ehepaar mit Kinder",19,73
2015,12,"Hochschulen",1,"Kreis 1",10,"Paar mit Kindern",1,3
2015,12,"Hochschulen",1,"Kreis 1",11,"Patchwork-Haushalt",2,7
2015,12,"Hochschulen",1,"Kreis 1",12,"Wohngemeinschaft ohne Kinder",11,46
2015,12,"Hochschulen",1,"Kreis 1",13,"Wohngemeinschaft mit Kindern",5,23
2015,13,"Lindenhof",1,"Kreis 1",1,"Einpersonenhaushalt",355,355
2015,13,"Lindenhof",1,"Kreis 1",4,"Zweipersonenhaushalt",91,182
2015,13,"Lindenhof",1,"Kreis 1",5,"Ehepaar ohne Kinder",59,118
2015,13,"Lindenhof",1,"Kreis 1",6,"Eingetragenes Paar ohne Kinder",1,2
2015,13,"Lindenhof",1,"Kreis 1",7,"Ein-Elternhaushalt",15,33
2015,13,"Lindenhof",1,"Kreis 1",8,"Ehepaar mit Kinder",30,117
2015,13,"Lindenhof",1,"Kreis 1",10,"Paar mit Kindern",7,21
2015,13,"Lindenhof",1,"Kreis 1",11,"Patchwork-Haushalt",3,10
2015,13,"Lindenhof",1,"Kreis 1",12,"Wohngemeinschaft ohne Kinder",16,58
2015,13,"Lindenhof",1,"Kreis 1",13,"Wohngemeinschaft mit Kindern",8,31
2015,13,"Lindenhof",1,"Kreis 1",14,"Generationenhaushalt",2,7
2015,14,"City",1,"Kreis 1",1,"Einpersonenhaushalt",131,131
2015,14,"City",1,"Kreis 1",4,"Zweipersonenhaushalt",53,106
2015,14,"City",1,"Kreis 1",5,"Ehepaar ohne Kinder",39,78
2015,14,"City",1,"Kreis 1",6,"Eingetragenes Paar ohne Kinder",3,6
2015,14,"City",1,"Kreis 1",7,"Ein-Elternhaushalt",10,26
2015,14,"City",1,"Kreis 1",8,"Ehepaar mit Kinder",39,151
2015,14,"City",1,"Kreis 1",10,"Paar mit Kindern",7,23
2015,14,"City",1,"Kreis 1",12,"Wohngemeinschaft ohne Kinder",24,85
2015,14,"City",1,"Kreis 1",13,"Wohngemeinschaft mit Kindern",7,57
2015,14,"City",1,"Kreis 1",14,"Generationenhaushalt",3,25
2015,21,"Wollishofen",2,"Kreis 2",1,"Einpersonenhaushalt",3735,3735
2015,21,"Wollishofen",2,"Kreis 2",4,"Zweipersonenhaushalt",989,1978
2015,21,"Wollishofen",2,"Kreis 2",5,"Ehepaar ohne Kinder",1071,2142
2015,21,"Wollishofen",2,"Kreis 2",6,"Eingetragenes Paar ohne Kinder",15,30
2015,21,"Wollishofen",2,"Kreis 2",7,"Ein-Elternhaushalt",418,986
2015,21,"Wollishofen",2,"Kreis 2",8,"Ehepaar mit Kinder",1136,4269
2015,21,"Wollishofen",2,"Kreis 2",10,"Paar mit Kindern",175,624
2015,21,"Wollishofen",2,"Kreis 2",11,"Patchwork-Haushalt",40,135
2015,21,"Wollishofen",2,"Kreis 2",12,"Wohngemeinschaft ohne Kinder",230,786
2015,21,"Wollishofen",2,"Kreis 2",13,"Wohngemeinschaft mit Kindern",128,611
2015,21,"Wollishofen",2,"Kreis 2",14,"Generationenhaushalt",34,179
2015,23,"Leimbach",2,"Kreis 2",1,"Einpersonenhaushalt",852,852
2015,23,"Leimbach",2,"Kreis 2",4,"Zweipersonenhaushalt",241,482
2015,23,"Leimbach",2,"Kreis 2",5,"Ehepaar ohne Kinder",393,786
2015,23,"Leimbach",2,"Kreis 2",6,"Eingetragenes Paar ohne Kinder",3,6
2015,23,"Leimbach",2,"Kreis 2",7,"Ein-Elternhaushalt",144,396
2015,23,"Leimbach",2,"Kreis 2",8,"Ehepaar mit Kinder",577,2295
2015,23,"Leimbach",2,"Kreis 2",10,"Paar mit Kindern",54,193
2015,23,"Leimbach",2,"Kreis 2",11,"Patchwork-Haushalt",21,72
2015,23,"Leimbach",2,"Kreis 2",12,"Wohngemeinschaft ohne Kinder",98,338
2015,23,"Leimbach",2,"Kreis 2",13,"Wohngemeinschaft mit Kindern",74,380
2015,23,"Leimbach",2,"Kreis 2",14,"Generationenhaushalt",28,173
2015,24,"Enge",2,"Kreis 2",1,"Einpersonenhaushalt",2012,2012
2015,24,"Enge",2,"Kreis 2",4,"Zweipersonenhaushalt",701,1402
2015,24,"Enge",2,"Kreis 2",5,"Ehepaar ohne Kinder",529,1058
2015,24,"Enge",2,"Kreis 2",6,"Eingetragenes Paar ohne Kinder",21,42
2015,24,"Enge",2,"Kreis 2",7,"Ein-Elternhaushalt",144,347
2015,24,"Enge",2,"Kreis 2",8,"Ehepaar mit Kinder",593,2300
2015,24,"Enge",2,"Kreis 2",10,"Paar mit Kindern",83,281
2015,24,"Enge",2,"Kreis 2",11,"Patchwork-Haushalt",17,58
2015,24,"Enge",2,"Kreis 2",12,"Wohngemeinschaft ohne Kinder",225,781
2015,24,"Enge",2,"Kreis 2",13,"Wohngemeinschaft mit Kindern",83,458
2015,24,"Enge",2,"Kreis 2",14,"Generationenhaushalt",17,103
2015,24,"Enge",2,"Kreis 2",15,"Familien-Verbund",1,6
2015,31,"Alt-Wiedikon",3,"Kreis 3",1,"Einpersonenhaushalt",4248,4248
2015,31,"Alt-Wiedikon",3,"Kreis 3",4,"Zweipersonenhaushalt",1574,3148
2015,31,"Alt-Wiedikon",3,"Kreis 3",5,"Ehepaar ohne Kinder",803,1606
2015,31,"Alt-Wiedikon",3,"Kreis 3",6,"Eingetragenes Paar ohne Kinder",39,78
2015,31,"Alt-Wiedikon",3,"Kreis 3",7,"Ein-Elternhaushalt",208,465
2015,31,"Alt-Wiedikon",3,"Kreis 3",8,"Ehepaar mit Kinder",961,3750
2015,31,"Alt-Wiedikon",3,"Kreis 3",9,"Eingetragenes Paar mit Kinder",1,4
2015,31,"Alt-Wiedikon",3,"Kreis 3",10,"Paar mit Kindern",158,544
2015,31,"Alt-Wiedikon",3,"Kreis 3",11,"Patchwork-Haushalt",46,151
2015,31,"Alt-Wiedikon",3,"Kreis 3",12,"Wohngemeinschaft ohne Kinder",388,1287
2015,31,"Alt-Wiedikon",3,"Kreis 3",13,"Wohngemeinschaft mit Kindern",197,1049
2015,31,"Alt-Wiedikon",3,"Kreis 3",14,"Generationenhaushalt",44,273
2015,33,"Friesenberg",3,"Kreis 3",1,"Einpersonenhaushalt",1227,1227
2015,33,"Friesenberg",3,"Kreis 3",4,"Zweipersonenhaushalt",327,654
2015,33,"Friesenberg",3,"Kreis 3",5,"Ehepaar ohne Kinder",608,1216
2015,33,"Friesenberg",3,"Kreis 3",6,"Eingetragenes Paar ohne Kinder",2,4
2015,33,"Friesenberg",3,"Kreis 3",7,"Ein-Elternhaushalt",341,897
2015,33,"Friesenberg",3,"Kreis 3",8,"Ehepaar mit Kinder",1144,4659
2015,33,"Friesenberg",3,"Kreis 3",9,"Eingetragenes Paar mit Kinder",1,4
2015,33,"Friesenberg",3,"Kreis 3",10,"Paar mit Kindern",135,509
2015,33,"Friesenberg",3,"Kreis 3",11,"Patchwork-Haushalt",26,91
2015,33,"Friesenberg",3,"Kreis 3",12,"Wohngemeinschaft ohne Kinder",77,248
2015,33,"Friesenberg",3,"Kreis 3",13,"Wohngemeinschaft mit Kindern",91,454
2015,33,"Friesenberg",3,"Kreis 3",14,"Generationenhaushalt",29,156
2015,34,"Sihlfeld",3,"Kreis 3",1,"Einpersonenhaushalt",5397,5397
2015,34,"Sihlfeld",3,"Kreis 3",4,"Zweipersonenhaushalt",2001,4002
2015,34,"Sihlfeld",3,"Kreis 3",5,"Ehepaar ohne Kinder",885,1770
2015,34,"Sihlfeld",3,"Kreis 3",6,"Eingetragenes Paar ohne Kinder",29,58
2015,34,"Sihlfeld",3,"Kreis 3",7,"Ein-Elternhaushalt",436,1017
2015,34,"Sihlfeld",3,"Kreis 3",8,"Ehepaar mit Kinder",1083,4147
2015,34,"Sihlfeld",3,"Kreis 3",9,"Eingetragenes Paar mit Kinder",2,6
2015,34,"Sihlfeld",3,"Kreis 3",10,"Paar mit Kindern",222,757
2015,34,"Sihlfeld",3,"Kreis 3",11,"Patchwork-Haushalt",46,150
2015,34,"Sihlfeld",3,"Kreis 3",12,"Wohngemeinschaft ohne Kinder",527,1747
2015,34,"Sihlfeld",3,"Kreis 3",13,"Wohngemeinschaft mit Kindern",210,1098
2015,34,"Sihlfeld",3,"Kreis 3",14,"Generationenhaushalt",63,357
2015,41,"Werd",4,"Kreis 4",1,"Einpersonenhaushalt",985,985
2015,41,"Werd",4,"Kreis 4",4,"Zweipersonenhaushalt",413,826
2015,41,"Werd",4,"Kreis 4",5,"Ehepaar ohne Kinder",138,276
2015,41,"Werd",4,"Kreis 4",6,"Eingetragenes Paar ohne Kinder",14,28
2015,41,"Werd",4,"Kreis 4",7,"Ein-Elternhaushalt",42,97
2015,41,"Werd",4,"Kreis 4",8,"Ehepaar mit Kinder",180,795
2015,41,"Werd",4,"Kreis 4",10,"Paar mit Kindern",47,154
2015,41,"Werd",4,"Kreis 4",11,"Patchwork-Haushalt",10,35
2015,41,"Werd",4,"Kreis 4",12,"Wohngemeinschaft ohne Kinder",187,664
2015,41,"Werd",4,"Kreis 4",13,"Wohngemeinschaft mit Kindern",50,301
2015,41,"Werd",4,"Kreis 4",14,"Generationenhaushalt",9,83
2015,41,"Werd",4,"Kreis 4",15,"Familien-Verbund",1,4
2015,42,"Langstrasse",4,"Kreis 4",1,"Einpersonenhaushalt",2905,2905
2015,42,"Langstrasse",4,"Kreis 4",4,"Zweipersonenhaushalt",1339,2678
2015,42,"Langstrasse",4,"Kreis 4",5,"Ehepaar ohne Kinder",362,724
2015,42,"Langstrasse",4,"Kreis 4",6,"Eingetragenes Paar ohne Kinder",33,66
2015,42,"Langstrasse",4,"Kreis 4",7,"Ein-Elternhaushalt",107,244
2015,42,"Langstrasse",4,"Kreis 4",8,"Ehepaar mit Kinder",287,1029
2015,42,"Langstrasse",4,"Kreis 4",9,"Eingetragenes Paar mit Kinder",1,3
2015,42,"Langstrasse",4,"Kreis 4",10,"Paar mit Kindern",98,331
2015,42,"Langstrasse",4,"Kreis 4",11,"Patchwork-Haushalt",17,55
2015,42,"Langstrasse",4,"Kreis 4",12,"Wohngemeinschaft ohne Kinder",488,1706
2015,42,"Langstrasse",4,"Kreis 4",13,"Wohngemeinschaft mit Kindern",82,407
2015,42,"Langstrasse",4,"Kreis 4",14,"Generationenhaushalt",25,135
2015,44,"Hard",4,"Kreis 4",1,"Einpersonenhaushalt",2830,2830
2015,44,"Hard",4,"Kreis 4",4,"Zweipersonenhaushalt",1117,2232
2015,44,"Hard",4,"Kreis 4",5,"Ehepaar ohne Kinder",563,1126
2015,44,"Hard",4,"Kreis 4",6,"Eingetragenes Paar ohne Kinder",17,34
2015,44,"Hard",4,"Kreis 4",7,"Ein-Elternhaushalt",331,787
2015,44,"Hard",4,"Kreis 4",8,"Ehepaar mit Kinder",776,2893
2015,44,"Hard",4,"Kreis 4",10,"Paar mit Kindern",106,366
2015,44,"Hard",4,"Kreis 4",11,"Patchwork-Haushalt",41,134
2015,44,"Hard",4,"Kreis 4",12,"Wohngemeinschaft ohne Kinder",401,1354
2015,44,"Hard",4,"Kreis 4",13,"Wohngemeinschaft mit Kindern",146,696
2015,44,"Hard",4,"Kreis 4",14,"Generationenhaushalt",49,239
2015,51,"Gewerbeschule",5,"Kreis 5",1,"Einpersonenhaushalt",2306,2306
2015,51,"Gewerbeschule",5,"Kreis 5",4,"Zweipersonenhaushalt",965,1930
2015,51,"Gewerbeschule",5,"Kreis 5",5,"Ehepaar ohne Kinder",391,782
2015,51,"Gewerbeschule",5,"Kreis 5",6,"Eingetragenes Paar ohne Kinder",28,56
2015,51,"Gewerbeschule",5,"Kreis 5",7,"Ein-Elternhaushalt",155,363
2015,51,"Gewerbeschule",5,"Kreis 5",8,"Ehepaar mit Kinder",413,1569
2015,51,"Gewerbeschule",5,"Kreis 5",10,"Paar mit Kindern",121,425
2015,51,"Gewerbeschule",5,"Kreis 5",11,"Patchwork-Haushalt",16,54
2015,51,"Gewerbeschule",5,"Kreis 5",12,"Wohngemeinschaft ohne Kinder",310,1053
2015,51,"Gewerbeschule",5,"Kreis 5",13,"Wohngemeinschaft mit Kindern",73,352
2015,51,"Gewerbeschule",5,"Kreis 5",14,"Generationenhaushalt",40,217
2015,52,"Escher Wyss",5,"Kreis 5",1,"Einpersonenhaushalt",1065,1065
2015,52,"Escher Wyss",5,"Kreis 5",4,"Zweipersonenhaushalt",674,1348
2015,52,"Escher Wyss",5,"Kreis 5",5,"Ehepaar ohne Kinder",271,542
2015,52,"Escher Wyss",5,"Kreis 5",6,"Eingetragenes Paar ohne Kinder",44,88
2015,52,"Escher Wyss",5,"Kreis 5",7,"Ein-Elternhaushalt",77,187
2015,52,"Escher Wyss",5,"Kreis 5",8,"Ehepaar mit Kinder",214,763
2015,52,"Escher Wyss",5,"Kreis 5",9,"Eingetragenes Paar mit Kinder",1,3
2015,52,"Escher Wyss",5,"Kreis 5",10,"Paar mit Kindern",78,263
2015,52,"Escher Wyss",5,"Kreis 5",11,"Patchwork-Haushalt",18,60
2015,52,"Escher Wyss",5,"Kreis 5",12,"Wohngemeinschaft ohne Kinder",232,779
2015,52,"Escher Wyss",5,"Kreis 5",13,"Wohngemeinschaft mit Kindern",51,239
2015,52,"Escher Wyss",5,"Kreis 5",14,"Generationenhaushalt",8,46
2015,61,"Unterstrass",6,"Kreis 6",1,"Einpersonenhaushalt",4834,4834
2015,61,"Unterstrass",6,"Kreis 6",4,"Zweipersonenhaushalt",1773,3546
2015,61,"Unterstrass",6,"Kreis 6",5,"Ehepaar ohne Kinder",1190,2380
2015,61,"Unterstrass",6,"Kreis 6",6,"Eingetragenes Paar ohne Kinder",36,72
2015,61,"Unterstrass",6,"Kreis 6",7,"Ein-Elternhaushalt",480,1152
2015,61,"Unterstrass",6,"Kreis 6",8,"Ehepaar mit Kinder",1438,5489
2015,61,"Unterstrass",6,"Kreis 6",10,"Paar mit Kindern",291,1038
